"single_kw","count"
"housing",6
"housing market typology",1
"housing markets",1
"housing parcels",1
"housing transactions",1
"houstonia longifolia",1
"hplc",2
"hplc pigment",2
"hq",5
"hubachek wilderness research center",1
"hubbard brook",26
"hubbard brook ecosystem study",141
"hubbard brook experimental forest",160
"hubbard brook experimental
      forest",2
"hubbard brook lter",264
"huck fire",1
"hulahula river",1
"human behaviour",1
"human biometeorological",1
"human biometeorological cart",4
"human control of biodiversity",2
"human decisions and biodiversity",54
"human dimension",2
"human dimensions",3
"human environment feedback",8
"human environment interactions",18
"human health",1
"human history",1
"human impact",1
"human natural systems",1
"human thermal exposure",1
"human use",1
"human values",1
"human wildlife interactions",1
"humans",53
"humic",2
"humic soils",7
"humid soil",1
"humidity",117
"humification",1
"humification index",1
"humification indices",1
"hummingbird",1
"humus",2
"hunting",1
"huntington forest ny",1
"huntington wildlife forest",6
"hurricane",3
"hurricane damage",20
"hurricane harvey",1
"hurricane irma",1
"hurricane island; hicsl",1
"hurricane opal",1
"hurricanes",33
"hybrid zone",1
"hydraulic conductance",7
"hydraulic conductivity",1
"hydric soil",1
"hydro enforced",1
"hydrobiidae",82
"hydrocarbons",2
"hydroclimate",1
"hydroclimate variability",1
"hydrocotyle umbellata",1
"hydrodynamic",1
"hydrodynamics",4
"hydrogen",33
"hydrogen ion",1
"hydrogen ions",20
"hydrogen isotope",1
"hydrogen isotope ratio",1
"hydrogeochemistry",4
"hydrographic moorings",165
"hydrography",337
"hydrologic",1
"hydrologic maps",6
"hydrologic modeling",3
"hydrologic processes",37
"hydrologic properties",1
"hydrologic type",1
"hydrological forecasting",1
"hydrological processes",4
"hydrological properties",12
"hydrological restoration",1
"hydrology",429
"hydrology   vegetation model",2
"hydrology data",3
"hydrology water",3
"hydrolysable tannins",1
"hydropattern",1
"hydropedology",1
"hydroperiod",5
"hydrostatic",2
"hydrus",1
"hygroscopic moisture content",1
"hylmus",1
"hylocichla mustelina",1
"hymenoptera",2
"hypereutrophic",3
"hypericum cumulicula",1
"hyperspectral",9
"hyperspectral remote sensing",1
"hypolimnion",1
"hyporheic",3
"hyporheic exchange",3
"hyporheic zone",22
"hypoxia",3
"hypoxis hirsuta",1
"hypsography",3
"hypsometry",3
"hypsypops rubicundus (garibaldi)",1
"hysteresis",1
"hystricophora",1
"i 129",3
"i minus 1 lake",1
"ibutton",1
"ice",83
"ice and snow",5
"ice break up",1
"ice breakup",1
"ice clearance",1
"ice cover",3
"ice damage",13
"ice duration",2
"ice freeze date",2
"ice melt",1
"ice melt emission",1
"ice off",2
"ice on",1
"ice phenology",5
"ice storm",13
"ice storm experiment",7
"ice storm experiment ise",5
"ice temperature",11
"ice thaw date",2
"ice thickness",15
"iceland",1
"idaho",2
"identification",1
"identity",1
"idoteid",1
"iep",10
"igklo river",1
"iisd ela",1
"ikroavik lake",1
"il epa",1
"iland",1
"illinois",8
"illinois epa",1
"illumina",1
"ilyanassa",30
"image",2
"image classification",1
"image map",1
"imagery",47
"imagerybasemapsearthcover",28
"imaging spectrometery",4
"immobilization",3
"imnaviat",2
"imnaviat creek",1
"impacts",2
"impala",1
"impervious",1
"impervious surface",3
"importance value",1
"in lake diel carbon 14 incubation",4
"in lake experiment",1
"in situ incubation",1
"in situ measurements",1
"inbreeding depression",1
"inbu",1
"inceptisol",1
"incidence",1
"inclination",1
"incoming longwave radiation",1
"incoming shortwave radiation",1
"incoming solar radiation",17
"increased snow",2
"increment",1
"incubation",18
"incubation days",1
"indeno(1",1
"indian bend wash",2
"indian peaks area",1
"indian peaks wilderness",3
"indiana",2
"indiana watershed initiative",1
"indiangrass",3
"indicator species",1
"indigo bunting",1
"indirect effects",1
"individual elements",2
"individualized pricing",2
"individually experienced temperature",1
"inedes",1
"infauna",56
"infection",1
"infilled",5
"infilling",7
"infiltration",5
"inflorescence",4
"informal settlers",1
"informality",1
"informatics",7
"information",1
"information management",1
"information systems",1
"infra red canopy temperature",1
"infrared",2
"infrared band",1
"infrared heating",1
"infrared imagery",1
"infrared radiation",1
"infrared wavelengths",1
"infrastructure",3
"ingestion",1
"inland lakes",9
"inlandwaters",32
"inlet",1
"inner continential shelf",2
"inoculation",1
"inorganic",13
"inorganic carbon",2
"inorganic fluxes",166
"inorganic groundwater chemistry",1
"inorganic ions",1
"inorganic n",2
"inorganic nitrogen",56
"inorganic nutrients",1110
"inorganic phosphorus",17
"inorganic sediment",1
"inorganic sediment summary",2
"inorganic soil chemistry",2
"insect",2
"insect biomass",1
"insect decline",1
"insect defoliation",1
"insect fossil assemblage",1
"insect herbivory",1
"insect length",1
"insect migration",1
"insecta",40
"insecticde agronomic",1
"insects",161
"insert place",4
"insolation",1
"institutional collaboration",1
"institutional dimensions",2
"instituto de ecologia y desarrollo sustentable",1
"instrument",1
"instrumented buoy",18
"instrumented buoys",11
"instruments and techniques",1
"intact core",1
"intact cores",1
"integrated database",1
"integrated kinetic energy",1
"integrated terrain unit map",2
"intensive",4
"interactions",2
"interactions of element cycles",2
"interagency ecological program",11
"interagency ecological program for the san francisco bay delta estuary",17
"interagency ecological program for the san francisco bay delta
        estuary",1
"interagency ecological program for the san francisco estuary",1
"intercept",1
"interception",4
"interference",1
"interflow",1
"interior",2
"interior alaska",27
"interlab testing",1
"intermittent winter ice cover",1
"internal co2",1
"internal transcribed spacer (its)",3
"international biological program (ibp)",1
"international tundra experiment",5
"internet",1
"interspecific interaction",1
"interspecific relationships",1
"interstitial environments",1
"intertidal",83
"intertidal crab monitoring",1
"intertidal flats",1
"intervention",1
"intraspecific trait variation",1
"intraspecific variation",3
"intrinsic water use efficiency (iwue)",1
"introduced",1
"introduced species",2
"inundation",6
"invasibility",1
"invasion",2
"invasion hypotheses",1
"invasive",1
"invasive plant management",1
"invasive plants",1
"invasive rodents",1
"invasive species",94
"invasives",1
"inventories",37
"inventory",50
"inverse texture",1
"inversion",1
"invertebrate",24
"invertebrate abundance",1
"invertebrate biomass",1
"invertebrates",147
"invertebrates aphids migration",3
"inverted microscope",1
"invertivores",6
"inwood park",1
"ion",7
"ion exchange",1
"ionic composition",1
"ions",12
"iowa",4
"iowa lake restoration",2
"iowa lakes",2
"iowa lakeside laboratory",2
"iowa state university",1
"iowa state university funded",1
"ipswich",30
"ipswich bay yacht club",10
"ipswich river",22
"ipswich river watershed",118
"iridaea",2
"irma",1
"iron",53
"iron associated carbon",1
"iron bound organic carbon",2
"iron oxides",1
"irradiance",24
"irradiation",1
"irrigation",22
"isabelle valley",2
"ischnodemus",3
"ise",7
"isla vista",13
"isla vista reef",5
"isla vista west beach",5
"island and atoll ecosystems",1
"islands",5
"isohydry",1
"isolines",1
"isopod",1
"isopods",2
"isotope",14
"isotope analysis",3
"isotope labeling",1
"isotope marker",1
"isotope pool dilution",1
"isotope ratio",4
"isotopes",98
"isotopic",1
"isotopic ratio",1
"isotopic signature",1
"itasca field station",1
"iterative forecasting",1
"itex",7
"itkillik river",1
"itree",1
"its",4
"iucn",2
"iva",1
"iva frutescens",10
"ives lake field station",1
"jacob’s branch",2
"jacob’s branch east",3
"jacob’s branch west",3
"jaeropsid",1
"jago lagoon",12
"jago river",5
"jamaica",3
"janzen connell hypothesis",1
"japanese knotweed",1
"jasper ridge biological preserve",3
"jb",1
"jeffers brook",5
"jefferson county",1
"jefferson project",16
"jefferson salamander",1
"jeffprojlgn43w37",11
"jeffprojlgn43w73",4
"jellyfish",1
"jer",37
"joe bay",2
"john river",1
"joint fire science program",2
"jornada basin lter",20
"jornada basin ltr",1
"jornada experimental range",3
"jornada long term ecological research",1
"jornada long term ecological research (lter)",1
"joyce kilmer",2
"jpeg",1
"jrn",8
"jrn lter",1
"jrn weather station",2
"jrn weatherstation",1
"juncaceae",86
"junco hyemalis",1
"juncus",15
"juncus effusus",35
"juncus megacephalus",1
"juncus roemerianus",90
"juncus sp.",2
"junhye",1
"juniperus communis",2
"juniperus sp.",1
"juniperus virginiana",2
"juvenile coral",1
"juvenile fish",2
"juveniles",2
"k",10
"k 12",4
"k 12 informal science education",3
"k 12 science education",1
"kagiluak creek",1
"kaktovik",9
"kaktovik lagoon",14
"kalikpik river",1
"kalokut creek",1
"kansas",94
"kansas biological survey",3
"kansas biological survey   center for ecological research",1
"karstic wetlands",3
"katabatic",1
"katakturuk river",1
"kbs",80
"kbs lter",1
"kellogg biological station",79
"kellogg biological station long term ecological research (lter)",1
"kellogg biological station lter",1
"kelp",7
"kelp biomass",3
"kelp canopy",2
"kelp forest",55
"kelp forest food web",2
"kelp forest monitoring",19
"kelps",8
"kenya",1
"kernel",1
"keswick reservoir",1
"key largo ranger station",5
"key terms",1
"key west",1
"keyword",1
"keyword here",1
"keywords",1
"kikolik creek",1
"kimikpaurauk river",1
"king",1
"kiowa peak",3
"kite",1
"knowledge transfer",1
"known fate",1
"knz",3
"kobresia",3
"kobresia myosuriodes",1
"kobresia myosuroides",3
"koeleria cristata",15
"kogotpak river",1
"kongakut river",1
"konza",1
"konza prairie",140
"konza prairie biological station",139
"konza prairie long term ecological research (lter)",1
"konza prairie lter",1
"kosteletzkya pentacarpos",2
"krigia biflora",2
"kriging",6
"krill",1
"krummholz",9
"ktyd227",1
"ku field station",4
"kufs",4
"kunarak creek",1
"kuparuk river",9
"kuparuk river arctic lter",1
"la marque",1
"la selva biological station",4
"lab protocol",1
"laboratory incubation",1
"lactuca biennis",3
"lactuca canadensis",12
"lactuca serriola (scariola)",4
"lactuca sp.",15
"ladybugs",1
"lagomorph",1
"lagoon",3
"lagoon 1",1
"lagoons",35
"lagos",13
"lagos ne",6
"lagrangian drifts",1
"lagrangian trajectories",1
"laguncularia racemosa",3
"lai",3
"lake",127
"lake albion",3
"lake albion inlet",1
"lake albion spillway",1
"lake area scaling",1
"lake assessment",2
"lake auburn",1
"lake baikal",1
"lake browning",1
"lake characteristics",7
"lake chemistry",3
"lake clarity",1
"lake color",5
"lake density",2
"lake depth",2
"lake diefenbaker",1
"lake district revenue",1
"lake george",17
"lake hoare",1
"lake ice",2
"lake ice duration",1
"lake id",1
"lake ion concentration",1
"lake isabelle",2
"lake lacawac",1
"lake level",17
"lake lillinonah",8
"lake manipulation",1
"lake maximum depth",1
"lake mean depth",1
"lake mendota",9
"lake metabolism",5
"lake michigan",1
"lake minnewaska",1
"lake monitoring",3
"lake morphology",1
"lake morphometry",1
"lake nutrients",2
"lake of the ozarks",1
"lake order",2
"lake physics",2
"lake plant database",1
"lake profiles",1
"lake simcoe",1
"lake sunapee",13
"lake sunapee protective association",9
"lake tahoe",1
"lake temperature",3
"lake trophic state",4
"lake trout",1
"lake volume",1
"lake võrtsjärv",1
"lake wales ridge",15
"lake warming project",2
"lake water chemistry",15
"lake water quality",5
"lakes",396
"lakes of missouri volunteer program",1
"lamiaceae",1
"lamiales",4
"laminaria farlowii",6
"laminaria farlowii (kelp)",1
"laminariales",2
"lamprey river hydrologic observatory",1
"land architecture",48
"land atmosphere exchange processes",2
"land atmosphere interactions",9
"land change trajectories",1
"land cover",200
"land cover and land architecture",85
"land cover classification",2
"land crab",1
"land management",17
"land ownership",2
"land sales",1
"land surface",4
"land surface properties",51
"land surface temperature",2
"land use",344
"land use   cover",14
"land use and land cover change",84
"land use change",5
"land use changes",36
"land use classification",1
"land use history",35
"landfall",1
"landforms",4
"landmark",1
"landsat",80
"landsat 5",2
"landsat 7",2
"landsat 8",1
"landsat enhanced thematic mapper",1
"landsat etm",1
"landsat mss",1
"landsat multi spectral scanner",1
"landsat thematic mapper",1
"landscape",70
"landscape age",2
"landscape analysis",1
"landscape change",35
"landscape connectivity",2
"landscape corridor",1
"landscape corridors",1
"landscape dynamics",1
"landscape ecology",12
"landscape limnology",1
"landscape metrics",1
"landscape modeling",2
"landscape pattern",1
"landscape position",3
"landscape regulations",1
"landscape structure",1
"landscape variability",1
"landscapes",2
"landslide causes consequences",1
"landslides",3
"landslides earthflows",3
"landuse",18
"landuse 1912",1
"landuse 1934",1
"landuse 1955",1
"landuse 1975",1
"landuse 1995",1
"landuse landcover",1
"lanl",1
"large eddy simulations",1
"large river",1
"large wood",1
"large wood debris",1
"large woody debris",1
"largemouth bass",4
"larrea tridentata",3
"larva",8
"larvae",23
"larval biology",1
"larval fish",2
"larval settlement",1
"las",6
"las file",1
"laser",1
"lathyrus venosus",13
"latinx",1
"latitude",79
"latitudinal gradient",3
"latrodectus hesperus",1
"lattice",4
"laurencia",2
"laurencia spectabalis",2
"lawn",1
"lawn cover",1
"lawns",1
"lc  lespedeza capitata",1
"leachate",1
"leaching",2
"lead",10
"lead decomposition",1
"leaf",5
"leaf angle distribution",1
"leaf area",25
"leaf area index",26
"leaf breakdown",1
"leaf decay",1
"leaf decomposition",7
"leaf economics spectrum",1
"leaf emergence",1
"leaf fall",3
"leaf formation",1
"leaf growth",2
"leaf length",2
"leaf litter",39
"leaf litter decomposition",3
"leaf litter exclusion",1
"leaf litter mass",1
"leaf litter standing crop",1
"leaf mass",1
"leaf miners",8
"leaf morphology",1
"leaf number",2
"leaf nutrients",9
"leaf phenology",1
"leaf physiology",3
"leaf relative water content",1
"leaf traits",2
"leaf traps",1
"leaf weight",3
"leaf weights",1
"leak detector",1
"least flycatcher",1
"leaves",101
"lechea stricta",7
"leco",1
"led lighting",1
"ledum palustre",1
"leeches",1
"leelanau",1
"leersia oryzoides",1
"leeward",2
"leeward drift",1
"lefl",1
"lefthand reservoir",1
"legacies",1
"legacy data",1
"legacy effects",3
"legacy tree",1
"legumes",1
"leks",2
"lemna",1
"lemon shark",2
"length",35
"length frequency",1
"length of habitat",1
"length weight regressions",1
"length weight relationship",2
"lens",3
"lentic systems",1
"lepidium densiflorum",22
"lepidium sp.",6
"lepidium virginicum",5
"lepidoptera",6
"lepidoptera compositae",1
"leptaloma cognata",1
"leptaloma cognatum",1
"leptodora",6
"leptoloma cognatum",6
"leptysma marginicollis",1
"leptysminae",1
"lepus americanus",1
"lepus californicus",1
"lespedeza capitata",33
"lespedeza spp.",1
"lethal dose",1
"leucaena leucocephala",1
"leucine",13
"leucophoropterini",3
"levee management",1
"lewi",1
"lfdp",1
"lianas",1
"liatris aspera",23
"liatris pycnostachya",2
"library",1
"lichen",6
"lichens",19
"lidar",40
"lidar imagery fusion",1
"lidar images",6
"life forms",1
"life history",35
"life history traits",1
"life stage",1
"lift net",2
"light",67
"light attenuation",2
"light availability",2
"light capture",1
"light environment",1
"light extinction",5
"light intensity",2
"light penetration",6
"lightning",16
"lignin",6
"lignin phenol concentration",1
"ligustrum sinense",1
"lilaeopsis chinensis",1
"lilianae",101
"lilley cornett woods appalachian ecological research station (lcwaers)",1
"lime addition",1
"limestone",1
"liming",1
"limit of quantification",1
"limnology",250
"limonium carolinianum",8
"linaria vulgaris",6
"line",1
"line intercept",3
"line point intercept",1
