"packageid","title","keywords","abstract"
"knb-lter-nwk.3","Congruence checks for EML-described datasets in the Long Term Ecological Research (LTER) Network, Checks described as of 2015","Long Term Ecological Research (LTER) Network,Ecological Metadata Language,Congruence Checker,metadata quality","These data are descriptions of all checks contributed to the LTER EML Congruence
          Checker as of late 2015. The EML Congruence Checker (ECC) informs contributors about the
          structure of the data package, indicating whether the asserted metadata accurately
          defines the data entity (table); this is called “structural congruence”. The checks and
          checking software are discussed in O'Brien, M. C, D. Costa and M.
            Servilla. 2016. Ensuring the quality of data packages in the LTER network data
            management system. Ecological Informatics. DOI:
          10.1016/j.ecoinf.2016.08.001.Data are organized into a flat table, with one row per check. Each check is
          characterized with multiple typologies including priority, justification, scope
          (community), response behavior type and data packaging aspect. Operational information for
          software includes EML path, criteria for pass/fail, response expected, sample datasets for
          both pass and fail responses, with failure notes. Management fields indicate if the check
          has been implemented or not (as of paper publication), with dates when the check was added
          or updated. "
"knb-lter-nwk.4","EML congruence checker reports from the Long Term Ecological Research Network PASTA system, 2013-2015","Long Term Ecological Research (LTER) Network,Ecological Metadata Language,Congruence Checker,metadata quality","These data are results of LTER EML Congruence Checker reports from 9,353 data packages
          from 2013 to 2015, by 27 current and former LTER sites, plus ad hoc packages contributed
          by the Network. All data were gleaned from publicly available reports that accompany each
          data package at upload. These data and related checks and checking software are discussed
          in O'Brien, M. C, D. Costa and M.
            Servilla. 2016. Ensuring the quality of data packages in the LTER network data
            management system. Ecological Informatics. DOI:
          10.1016/j.ecoinf.2016.08.001.Data are organized into a denormalized flat table, with one row per check run
          (nultiple rows per dataset and per entity). No data for error-responses are present, since
          these data are from uploaded datasets, and datasets with errors are not accepted."
"knb-lter-nwt.158","Aboveground net primary productivity data for saddle, south of saddle, and east
			of Tvan, 1982 - ongoing. ","Niwot Ridge LTER,NWT,aboveground biomass,net primary productivity,production,live,vascular,standing crop,NPP,annual,saddle,south of saddle,grid point,nodal plot,subsample,plot size,vegetation class,primary_productivity","Total aboveground biomass samples were collected as part of several studies
				conducted on Niwot Ridge between 1982 and 2011 and were combined into a single data set 
				that contains the name of the original investigator who collected the data, the URL of 
				the data offered on the Niwot Ridge website, the vegetation type, location, plot ID, 
				subsample ID, plot type, size (if known), year sample was collected, and live vascular 
				aboveground biomass. Contributing investigators were Marilyn Walker, Bill Bowman, Tim 
				Seastedt, Katie Suding, and Hope Humphries.NOTE: This LTER data portal display does not contain important maintenance/log
				information. Please be sure to view the EML file (a text file that contains XML
				tags) which is included in the zip archive (click on ""Download zip archive"") for
				legacy maintenance/log information pertaining to each dataset. The EML file name
				will have the following format: knb-lter-nwt.[3 digit dataset number].[version
				number].xml. Most web browsers can parse the EML so it's easier to read. Scroll down
				to the ""maintenance"" tag."
"knb-lter-nwt.16","Aboveground net primary productivity data for Saddle grid, 1992 - ongoing.","standing crop,long term,production,net primary productivity,aboveground biomass,primary production,long term,NWT signature dataset,NWT,Niwot Ridge LTER,vegetation class,subsample,NPP,saddle,annual,live,vascular,ndvi","
  Total aboveground live vascular biomass was clipped from 50x20 cm
  plots in areas near the saddle grid permanent plots on Niwot Ridge to
  measure net primary productivity. NDVI measurements were also included
  in some years.
"
"knb-lter-nwt.166","Groundwater well chemistry data for Niwot Saddle, C1 and Martinelli, 2005 - ongoing.","solute concentrations,pH,specific conductance,cation sum,anion sum,charge balance,particulate nitrogen,total dissolved phosphorus,particulate phosphorus,dissolved organic phosphorus,inorganic phosphorus,delta oxygen-18,delta deuterium,deuterium excess,Niwot Ridge LTER,NWT,groundwater,hydrology,water chemistry,biogeochemistry,inorganic nutrients,hydrogen ions,ammonium,calcium,magnesium,sodium,potassium,chloride,nitrate,sulfate,phosphate,silicon,total nitrogen,total dissolved nitrogen,dissolved organic nitrogen,inorganic nitrogen,total phosphorus,dissolved organic carbon,long term,inorganic nutrients","This is a summary of major ion concentrations and chemistry data for groundwater samples collected at groundwater wells on the Niwot saddle, C1 site and Martinelli site."
"knb-lter-nwt.177","Black sand pilot experiment 2017","albedo,soil moisture,nitrogen cycling,snow depth","
  We piloted using black sand as a method for speeding snowmelt on Niwot
  Ridge in the summer of 2017. In order to understand the effects of
  earlier snowmelt and longer growing season, we conducted a
  manipulative experiment where in two sites (one below Tvan and one
  near the bottom of the Trough), two 8 x 15 m plots received black sand
  in May 2017. Measurements were taken throughout the summer for albedo,
  soil moisture, inorganic nitrogen, snow depth, incoming and reflected
  radiation and nitrogen in the manipulative plots and nearby controls.
"
"knb-lter-nwt.181","Soil moisture and snowdepth measurements in the Black Sand experiment for East Knoll, Audubon, Lefty, Soddie and Trough, 2018 - ongoing.","snow depth,soil moisture,early snowmelt,extended summer,Niwot Ridge LTER,NWT,black sand experiment","
  The purpose of the Black Sand experiment is to measure treatment
  effects on date of snowmelt on Niwot Ridge. Five sites with paired
  plots (treatment and control) were implemented across Niwot as part of
  the extended summer research program in order to understand the
  effects of earlier snowmelt. This dataset contains measurements of
  snowdepth throughout the melt season, as well as manual measurements
  of volumetric water content.
"
"knb-lter-nwt.19","Black Sand pilot experiment for speeding snowmelt on Niwot Ridge for summer 2015","snow,soil moisture,soil temperature,warming,sand,snowmelt,snow all gone date","
  We piloted using black sand as a method for speeding snowmelt on Niwot
  Ridge in the summer of 2015. At each of two sites (Trough and Tvan),
  two 2x2 m plots were set up and two 3x3m plots were set up, with one
  of each size plot receiving 600 g/m2 black sand and one receiving 800
  g/m2 of black sand. The sand treatments sped snowmelt by 6-9 days.
  Initially, soil moisture appeared to be slightly lower in the sand
  plots and soil temperature appeared to be slightly higher, but these
  effects disappeared by July. 
"
"knb-lter-nwt.2","Infilled climate and heat flux data for Tvan towers data loggers (CR3000), 2008 - ongoing.","energy,NEE,volumetric water content,Tvan towers,data logger,sensor,cr3000,Niwot Ridge LTER,NWT,gap filled,infilled,eddy covariance,net ecosystem exchange,heat flux,air temperature,relative humidity,soil temperature,wind speed,wind direction,water,carbon,climate,long term","Two identical 3-meter towers were installed near T-Van in 2007, and continuous meteorological and eddy covariance data are presented beginning in 2008. The sampling interval was 5 seconds for the meteorological data and 10 Hz for the eddy covariance data, and 30-minute means of all variables were calculated using a Campbell Scientific CR3000 datalogger. The 30-minute mean data were subsequently averaged to create this 24-hour mean dataset. Information about specific sensors, instrumental orientation, units, and data post-processing and infilling procedures are contained in the metadata for this file."
"knb-lter-nwt.252","Climate data for C1 data logger (CR1000), 2015 - ongoing, 10 minute.","air temperature,relative humidity,climate,meteorology,radiation,air,snow depth,precipitation,wind speed,wind direction,wind,atmospheric pressure,soil water content,soil moisture,soil temperature,Niwot Ridge LTER,NWT,aspirated,C1","
    Climatological data are collected from the C1 climate station on
    Niwot Ridge (3018 m elevation) throughout the year. Starting
    2015-01-01, the CR1000 logger was programmed to collect raw data at
    a 10 minute resolution. Maximum and minimum values were recorded
    instantaneously, with a sampling interval of 5 seconds. These data
    represent the native (ten minute) resolution data from that point
    onward, with quality flags applied but no data removed.
  
  "
