"packageid","title","abstract","new_keywords"
"knb-lter-arc.1398","Above ground plant and below ground stem biomass in the Arctic LTER acidic tussock tundra experimental plots, 2002, Toolik Lake, Alaska.","Above ground plant and below ground stem biomass and their carbon and nitrogen content was measured in the Arctic LTER moist acidic tussock tundra experimental plots(MAT89). Treatments included control, nitrogen plus phosphorus amended plots for either 6 or 13 years and vole exclosure plots with or without amends of nitrogen and phosphorus.","biogeochemistry, ecosphere event, experiment, plant part, biological process, environmental process, carbon, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, disturbance, field manipulation, stem, production, disturbance, nitrogen, inorganic nutrient, phosphorus, exclosure, primary production"
"knb-lter-arc.1399","Relative percent cover was measured for plant species on Arctic LTER experimental plots in moist acidic and moist non-acidic tundra, Toolik Field Station, Alaska 2002","Relative percent cover was measured for plant species on Arctic LTER experimental plots in moist acidic and moist non-acidic tundra.","ecology, ecosphere event, environmental process, biodiversity, disturbance, disturbance, abundance, plant cover"
"knb-lter-arc.1400","Biomass in wet sedge tundra near the Atigun River crossing of the Dalton Highway, North Slope AK, 1982.","Biomass in wet sedge tundra near the Atigun River crossing of the Dalton Highway, North Slope AK. There were three harvests; Late May-early June; Late July-early August; Late August-early September. See Shaver and Chapin (Ecological Monographs, 61, 1991 pp.1-31).","biogeochemistry, ecosphere event, biological process, environmental process, landform, calcium, magnesium, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, potassium, disturbance, production, disturbance, hillslope, nitrogen, inorganic nutrient, phosphorus, primary production"
"knb-lter-arc.1401","Biomass in heath tundra near Toolik Lake North Slope AK (68 degrees 38N, 149derees 34W), 1982.","Biomass in heath tundra near Toolik Lake North Slope AK (68 degrees 38N, 149derees 34W). .There were three harvests;Late May-early June; Late July-early August; Late August-early September. See Shaver and Chapin (Ecological Monographs, 61(1), 1991 pp.1-31.","biogeochemistry, ecosphere event, biological process, environmental process, landform, calcium, magnesium, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, potassium, disturbance, production, disturbance, hillslope, nitrogen, inorganic nutrient, phosphorus, primary production"
"knb-lter-arc.1402","Biomass in shrub tundra near Toolik Lake North Slope AK (68 degrees 38N, 149derees 34W),1982.","Biomass in shrub tundra near Toolik Lake North Slope AK (68 degrees 38N, 149derees 34W). There were three harvests; Late May-early June; Late July-early August; Late August-early September. See Shaver and Chapin (Ecological Monographs, 61(1), 1991 pp.1-31.","biogeochemistry, ecosphere event, plant, biological process, environmental process, landform, calcium, magnesium, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, potassium, disturbance, vascular plant, production, disturbance, hillslope, nitrogen, inorganic nutrient, phosphorus, shrub, primary production"
"knb-lter-arc.1403","Arctic LTER 1982: Biomass in tussock tundra near Toolik Lake North Slope AK (68 degrees 38N, 149derees 34W).","Biomass in tussock tundra near Toolik Lake North Slope AK (68 degrees 38N, 149derees 34W). There were three harvests;Late May-early June; Late July-early August; Late August-early September. See Shaver and Chapin (Ecological Monographs, 61(1), 1991 pp.1-31.","biogeochemistry, ecosphere event, biological process, environmental process, landform, calcium, magnesium, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, potassium, disturbance, production, disturbance, hillslope, nitrogen, inorganic nutrient, phosphorus, primary production"
"knb-lter-arc.1404","Quadrats were harvested for aboveground biomass from eight plots within a tussock, watertrack, and snowbed community at 3 sites - acidic tundra and nonacidic tundra near Arctic LTER Toolik Plots and acidic tundra near Sagwon,Arctic LTER 1997.","Quadrats were harvested for aboveground biomass from eight plots within a tussock, watertrack, and snowbed community at 3 sites - acidic tundra near Toolik (site of acidic LTER plots), nonacidic tundra near Toolik Lake(site of non-acidic LTER plots), and acidic tundra near Sagwon. All vascular species were sorted, divided into new and old growth, dried, and weighed. Lichens were separated by genus in all quadrats. In half of the quadrats (n=4), mosses were separated by species. Moss and lichen data are presented by species elsewhere (see 97lgmosslichen.txt).","biogeochemistry, ecology, plant, biological process, biomass, organic matter, biodiversity, moss, production, above ground biomass, community dynamics, species diversity, primary production"
"knb-lter-arc.1405","A harvest was conducted to determine productivity of rare species not found in at least 4 quadrats per site in a separate small quadrat aboveground biomass harvest, Arctic LTER 1997.","A harvest was conducted to determine productivity of rare species not found in at least 4 quadrats per site in a separate small quadrat aboveground biomass harvest (see 97lg3sbm.txt). Harvests occurred in a tussock, watertrack, and snowbed community at 3 sites - acidic tundra near Toolik (site of acidic LTER plots), nonacidic tundra near Toolik Lake(site of non-acidic LTER plots), and acidic tundra near Sagwon. Moss and lichen data are presented by species elsewhere (see 97lgmosslichen).","biogeochemistry, ecology, biological process, biomass, organic matter, biodiversity, production, above ground biomass, community dynamics, species diversity, primary production"
"knb-lter-arc.1406","Measurements of Leaf area, foliar C and N for 14 sites along a transect down the Kuparuk River basin, summer 1997, North Slope, Alaska.","1997 measurements of Leaf area, foliar C and N for 14 sites along a transect down the Kuparuk River basin, North Slope, Alaska.","biogeochemistry, field method, plant part, biological process, landform, nitrogen cycle, inorganic matter, nutrient, organic matter, phosphorus cycle, transect, leaf, production, hillslope, nitrogen, inorganic nutrient, phosphorus, leaf area, primary production"
"knb-lter-arc.1407","Foliar nutrients (N, P, K, Ca, Mg, Al) for dominant species on moist acidic and non-acidic tundra, Arctic LTER, Toolik Field Station , Alaska, 1999.","Foliar nutrients (N, P, K, Ca, Mg, Al) for dominant species on moist acidic and non-acidic tundra, Arctic LTER, Toolik Field Station , Alaska, 1999.","biogeochemistry, ecology, ecosphere event, plant part, biological process, environmental process, inorganic matter, nutrient, organic matter, biodiversity, disturbance, leaf, production, disturbance, inorganic nutrient, primary production"
"knb-lter-arc.1408","Foliar and litter nutrients and retranslocation efficiencies (N, P, K, Ca, Mg, Al) for dominant species on moist acidic and non-acidic tundra, Arctic LTER, Toolik Field Station , Alaska, 1999.","Foliar and litter nutrients and retranslocation efficiencies (N, P, K, Ca, Mg) for dominant species on moist acidic and non-acidic tundra, Arctic LTER, Toolik Field Station , Alaska, 1999.","biogeochemistry, ecology, ecosphere event, plant part, biological process, environmental process, inorganic matter, nutrient, organic matter, biodiversity, disturbance, leaf, production, translocation, disturbance, inorganic nutrient, primary production"
"knb-lter-arc.1409","Long-term Carbon and Nitrogen, and Phosphorus Dynamics of Leaf and Fine Root Litter project (LIDET-Long-term Intersite Decomposition Experiment Team) data for the ARC, Arctic LTER. 1990 to 2000.","This file is from the Long-term Carbon and Nitrogen, and Phosphorus Dynamics of Leaf and Fine Root Litter project (LIDET-Long-term Intersite Decomposition Experiment Team). This file contains only the Arctic LTER data. In particular the mass looses over the ten year study. Three types of fine roots (graminoid, hardwood, and conifer), six types of leaf litter (which ranged in lignin/nitrogen ratio from 5 to 75), and wooden dowels were used for litter incubations over a ten year period.","biogeochemistry, field method, plant part, environmental process, measurement process, carbon, decomposition, nitrogen cycle, organic matter, phosphorus cycle, litterbag, leaf, root, wood, decomposition, incubation, nitrogen, phosphorus, leaf litter"
"knb-lter-arc.1410","Yearly Eriophorum vaginatum Flowering data along a transect on the Haul Road, Fairbanks to Prudhoe Bay, AK 1979 to present.","Eriophorum vaginatum Flowering data along a transect on the Haul Road, Fairbanks to Prudhoe Bay, AK.","phenological event, field method, plant part, flowering, transect, flower"
